site,instrument_depth_m,total_transect_depth_m,temp_c,pH,datetime_UTC
MKO,5,9,18.19,8,2018-11-29T01:00
MKO,5,9,18.18,8,2018-11-29T01:20
MKO,5,9,18.17,8,2018-11-29T01:40
MKO,5,9,18.17,8,2018-11-29T02:00
MKO,5,9,18.16,8,2018-11-29T02:20
MKO,5,9,18.16,8,2018-11-29T02:40
MKO,5,9,18.15,8,2018-11-29T03:00
MKO,5,9,18.15,8,2018-11-29T03:20
MKO,5,9,18.15,8,2018-11-29T03:40
MKO,5,9,18.14,8,2018-11-29T04:00
MKO,5,9,18.13,8,2018-11-29T04:20
MKO,5,9,18.13,8,2018-11-29T04:40
MKO,5,9,18.13,8,2018-11-29T05:00
MKO,5,9,18.12,8,2018-11-29T05:20
MKO,5,9,18.11,8,2018-11-29T05:40
MKO,5,9,18.11,8,2018-11-29T06:00
MKO,5,9,18.1,7.99,2018-11-29T06:20
MKO,5,9,18.1,7.99,2018-11-29T06:40
MKO,5,9,18.1,8,2018-11-29T07:00
MKO,5,9,18.1,8,2018-11-29T07:20
MKO,5,9,18.1,8,2018-11-29T07:40
MKO,5,9,18.09,8,2018-11-29T08:00
MKO,5,9,18.09,7.99,2018-11-29T08:20
MKO,5,9,18.08,7.99,2018-11-29T08:40
MKO,5,9,18.08,7.99,2018-11-29T09:00
MKO,5,9,18.07,7.99,2018-11-29T09:20
MKO,5,9,18.06,7.99,2018-11-29T09:40
MKO,5,9,18.02,7.99,2018-11-29T10:00
MKO,5,9,18.04,7.98,2018-11-29T10:20
MKO,5,9,18.05,7.99,2018-11-29T10:40
MKO,5,9,18.04,7.99,2018-11-29T11:00
MKO,5,9,18.02,7.99,2018-11-29T11:20
MKO,5,9,18.02,7.99,2018-11-29T11:40
MKO,5,9,18.02,7.99,2018-11-29T12:00
MKO,5,9,18.01,7.99,2018-11-29T12:20
MKO,5,9,18.01,8,2018-11-29T12:40
MKO,5,9,18,7.99,2018-11-29T13:00
MKO,5,9,17.99,7.99,2018-11-29T13:20
MKO,5,9,17.98,7.99,2018-11-29T13:40
MKO,5,9,17.97,7.99,2018-11-29T14:00
MKO,5,9,17.97,7.99,2018-11-29T14:20
MKO,5,9,17.98,8,2018-11-29T14:40
MKO,5,9,17.98,8,2018-11-29T15:00
MKO,5,9,17.99,8,2018-11-29T15:20
MKO,5,9,17.99,7.99,2018-11-29T15:40
MKO,5,9,17.99,7.99,2018-11-29T16:00
MKO,5,9,17.99,7.99,2018-11-29T16:20
MKO,5,9,17.98,7.99,2018-11-29T16:40
MKO,5,9,17.98,8,2018-11-29T17:00
MKO,5,9,17.98,7.99,2018-11-29T17:20
MKO,5,9,17.98,7.99,2018-11-29T17:40
MKO,5,9,17.98,7.99,2018-11-29T18:00
MKO,5,9,17.98,8,2018-11-29T18:20
MKO,5,9,17.99,8,2018-11-29T18:40
MKO,5,9,17.99,7.99,2018-11-29T19:00
MKO,5,9,17.99,7.99,2018-11-29T19:20
MKO,5,9,18,7.99,2018-11-29T19:40
MKO,5,9,18,7.99,2018-11-29T20:00
MKO,5,9,18.01,7.99,2018-11-29T20:20
MKO,5,9,18.02,7.99,2018-11-29T20:40
MKO,5,9,17.96,7.99,2018-11-29T21:00
MKO,5,9,17.98,7.99,2018-11-29T21:20
MKO,5,9,17.79,7.98,2018-11-29T21:40
MKO,5,9,17.84,7.99,2018-11-29T22:00
MKO,5,9,17.92,7.99,2018-11-29T22:20
MKO,5,9,17.93,7.99,2018-11-29T22:40
MKO,5,9,17.92,7.99,2018-11-29T23:00
MKO,5,9,17.92,8,2018-11-29T23:20
MKO,5,9,17.92,8,2018-11-29T23:40
MKO,5,9,17.91,8,2018-11-30T00:00
MKO,5,9,17.91,8,2018-11-30T00:20
MKO,5,9,17.91,8,2018-11-30T00:40
MKO,5,9,17.89,8,2018-11-30T01:00
MKO,5,9,17.84,7.99,2018-11-30T01:20
MKO,5,9,17.83,7.99,2018-11-30T01:40
MKO,5,9,17.83,7.99,2018-11-30T02:00
MKO,5,9,17.81,7.99,2018-11-30T02:20
MKO,5,9,17.75,7.99,2018-11-30T02:40
MKO,5,9,17.71,7.99,2018-11-30T03:00
MKO,5,9,17.7,7.99,2018-11-30T03:20
MKO,5,9,17.68,7.99,2018-11-30T03:40
MKO,5,9,17.65,7.99,2018-11-30T04:00
MKO,5,9,17.55,7.99,2018-11-30T04:20
MKO,5,9,17.39,7.98,2018-11-30T04:40
MKO,5,9,17.23,7.98,2018-11-30T05:00
MKO,5,9,17.12,7.98,2018-11-30T05:20
MKO,5,9,16.9,7.98,2018-11-30T05:40
MKO,5,9,16.8,7.98,2018-11-30T06:00
MKO,5,9,16.59,7.97,2018-11-30T06:20
MKO,5,9,16.6,7.98,2018-11-30T06:40
MKO,5,9,16.75,7.98,2018-11-30T07:00
MKO,5,9,16.59,7.97,2018-11-30T07:20
MKO,5,9,16.42,7.97,2018-11-30T07:40
MKO,5,9,16.24,7.97,2018-11-30T08:00
MKO,5,9,16.05,7.97,2018-11-30T08:20
MKO,5,9,15.9,7.96,2018-11-30T08:40
MKO,5,9,15.91,7.97,2018-11-30T09:00
MKO,5,9,16.42,7.98,2018-11-30T09:20
MKO,5,9,16.35,7.98,2018-11-30T09:40
MKO,5,9,16.51,7.98,2018-11-30T10:00
MKO,5,9,16.52,7.98,2018-11-30T10:20
MKO,5,9,16.6,7.98,2018-11-30T10:40
MKO,5,9,16.62,7.97,2018-11-30T11:00
MKO,5,9,16.59,7.97,2018-11-30T11:20
MKO,5,9,16.52,7.97,2018-11-30T11:40
MKO,5,9,16.38,7.97,2018-11-30T12:00
MKO,5,9,16.13,7.96,2018-11-30T12:20
MKO,5,9,15.86,7.96,2018-11-30T12:40
MKO,5,9,15.74,7.96,2018-11-30T13:00
MKO,5,9,15.47,7.96,2018-11-30T13:20
MKO,5,9,15.47,7.96,2018-11-30T13:40
MKO,5,9,15.46,7.97,2018-11-30T14:00
MKO,5,9,15.42,7.96,2018-11-30T14:20
MKO,5,9,15.52,7.97,2018-11-30T14:40
MKO,5,9,15.42,7.97,2018-11-30T15:00
MKO,5,9,15.43,7.97,2018-11-30T15:20
MKO,5,9,15.35,7.96,2018-11-30T15:40
MKO,5,9,15.34,7.96,2018-11-30T16:00
MKO,5,9,15.18,7.96,2018-11-30T16:20
MKO,5,9,15.1,7.96,2018-11-30T16:40
MKO,5,9,15.09,7.96,2018-11-30T17:00
MKO,5,9,15.13,7.96,2018-11-30T17:20
MKO,5,9,15.15,7.96,2018-11-30T17:40
MKO,5,9,15.16,7.96,2018-11-30T18:00
MKO,5,9,15.12,7.96,2018-11-30T18:20
MKO,5,9,15.14,7.96,2018-11-30T18:40
MKO,5,9,15.04,7.95,2018-11-30T19:00
MKO,5,9,15.12,7.96,2018-11-30T19:20
MKO,5,9,15.04,7.96,2018-11-30T19:40
MKO,5,9,14.94,7.96,2018-11-30T20:00
MKO,5,9,14.86,7.96,2018-11-30T20:20
MKO,5,9,14.81,7.96,2018-11-30T20:40
MKO,5,9,14.75,7.96,2018-11-30T21:00
MKO,5,9,14.71,7.95,2018-11-30T21:20
MKO,5,9,14.63,7.95,2018-11-30T21:40
MKO,5,9,14.51,7.95,2018-11-30T22:00
MKO,5,9,14.47,7.95,2018-11-30T22:20
MKO,5,9,14.8,7.96,2018-11-30T22:40
MKO,5,9,14.92,7.96,2018-11-30T23:00
MKO,5,9,14.81,7.95,2018-11-30T23:20
MKO,5,9,14.73,7.95,2018-11-30T23:40
